ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK016102,CUST046742,2024-04-29,Delivery Delay,5.0,5.0,Yes
TICK016103,CUST008556,2024-12-03,Refund,23.7,5.0,Yes
TICK016104,CUST020122,2025-01-04,Delivery Delay,13.9,2.9,Yes
TICK016105,CUST008904,2024-04-19,Account Access,46.2,4.4,Yes
TICK016106,CUST008795,2024-01-07,Refund,26.3,3.0,Yes
TICK016107,CUST032045,2025-03-25,Refund,16.4,3.6,Yes
TICK016108,CUST024713,2024-02-14,Account Access,23.5,4.2,Yes
TICK016109,CUST035629,2024-08-22,Product Information,7.5,4.3,Yes
TICK016110,CUST032214,2025-09-06,Refund,19.6,3.6,Yes
TICK016111,CUST000253,2024-12-14,Delivery Delay,13.3,3.9,Yes
TICK016112,CUST037750,2024-10-15,Account Access,38.8,4.2,Yes
TICK016113,CUST005964,2024-02-26,Product Information,36.2,3.6,Yes
TICK016114,CUST034819,2025-03-31,Delivery Delay,17.6,3.4,Yes
TICK016115,CUST047070,2024-02-01,Payment Issue,7.7,4.2,Yes
TICK016116,CUST040998,2024-09-05,Refund,19.1,2.8,Yes
TICK016117,CUST006936,2024-05-17,Delivery Delay,17.6,3.9,No
TICK016118,CUST012975,2024-02-01,Product Information,26.3,2.9,Yes
TICK016119,CUST001000,2025-04-21,Refund,14.7,4.3,Yes
TICK016120,CUST008097,2025-05-26,Refund,12.6,2.8,Yes
TICK016121,CUST032656,2025-12-30,Payment Issue,15.9,3.2,Yes
TICK016122,CUST034378,2024-03-23,Product Information,77.9,3.1,Yes
TICK016123,CUST006256,2024-08-14,Refund,16.2,3.2,Yes
TICK016124,CUST016779,2024-03-20,Delivery Delay,21.1,4.5,Yes
TICK016125,CUST044476,2025-02-01,Refund,10.9,2.8,Yes
TICK016126,CUST026860,2024-06-16,Delivery Delay,14.5,3.1,Yes
TICK016127,CUST022361,2024-06-26,Product Quality,11.4,3.6,Yes
TICK016128,CUST027156,2025-02-13,Product Information,17.9,5.0,Yes
TICK016129,CUST014715,2025-11-11,Delivery Delay,26.0,3.5,Yes
TICK016130,CUST036087,2024-08-10,Payment Issue,31.5,4.2,Yes
TICK016131,CUST002523,2024-11-30,Cancellation,19.8,3.2,Yes
TICK016132,CUST026061,2024-01-13,Refund,55.9,3.7,No
TICK016133,CUST031438,2024-06-23,Refund,21.9,3.0,Yes
TICK016134,CUST048127,2024-01-08,Cancellation,9.4,4.6,Yes
TICK016135,CUST038095,2024-11-30,Cancellation,6.1,4.1,Yes
TICK016136,CUST043825,2025-04-01,Refund,19.8,3.7,Yes
TICK016137,CUST018623,2025-03-13,Refund,24.4,2.2,Yes
TICK016138,CUST028557,2024-01-25,Account Access,9.1,3.9,Yes
TICK016139,CUST045648,2025-02-11,Payment Issue,7.5,5.0,Yes
TICK016140,CUST049175,2024-11-05,Product Information,16.5,5.0,Yes
TICK016141,CUST037975,2024-02-02,Product Quality,10.7,3.3,Yes
TICK016142,CUST008492,2025-09-17,Cancellation,21.0,2.4,Yes
TICK016143,CUST033685,2024-04-16,Delivery Delay,14.1,4.8,Yes
TICK016144,CUST013902,2025-06-01,Payment Issue,16.9,3.6,Yes
TICK016145,CUST025517,2024-11-22,Product Quality,2.8,4.6,Yes
TICK016146,CUST032419,2025-09-27,Refund,10.7,2.0,Yes
TICK016147,CUST014873,2024-11-27,Delivery Delay,20.5,2.9,Yes
TICK016148,CUST018645,2025-05-24,Delivery Delay,10.0,2.4,Yes
TICK016149,CUST035973,2025-10-21,Delivery Delay,25.4,3.5,Yes
TICK016150,CUST013666,2025-04-10,Account Access,8.6,3.2,Yes
TICK016151,CUST043847,2025-12-11,Product Quality,6.4,4.1,Yes
TICK016152,CUST016928,2024-06-06,Refund,18.5,3.3,Yes
TICK016153,CUST004267,2024-03-14,Product Information,6.4,4.9,Yes
TICK016154,CUST042864,2025-12-13,Delivery Delay,23.1,3.9,Yes
TICK016155,CUST028527,2024-07-05,Delivery Delay,57.4,3.6,Yes
TICK016156,CUST028829,2024-08-12,Payment Issue,15.1,4.4,Yes
TICK016157,CUST039712,2025-06-22,Refund,28.9,4.8,Yes
TICK016158,CUST010529,2025-03-08,Cancellation,3.4,3.9,Yes
TICK016159,CUST000358,2024-03-11,Payment Issue,16.1,4.0,Yes
TICK016160,CUST032589,2025-11-15,Delivery Delay,17.7,4.9,Yes
TICK016161,CUST047468,2024-11-19,Delivery Delay,29.4,2.8,Yes
TICK016162,CUST030104,2025-07-07,Refund,13.4,3.9,Yes
TICK016163,CUST033013,2025-02-19,Delivery Delay,13.1,3.5,Yes
TICK016164,CUST007822,2025-11-29,Product Quality,7.3,4.6,Yes
TICK016165,CUST036507,2025-09-05,Payment Issue,19.8,3.8,Yes
TICK016166,CUST035182,2025-05-03,Product Quality,21.2,3.1,Yes
TICK016167,CUST008764,2024-09-06,Product Information,12.6,3.4,Yes
TICK016168,CUST018434,2025-07-22,Delivery Delay,68.2,4.0,Yes
TICK016169,CUST046674,2025-05-29,Delivery Delay,60.4,3.3,Yes
TICK016170,CUST042505,2024-07-02,Refund,13.1,5.0,Yes
TICK016171,CUST041503,2025-03-21,Cancellation,16.1,4.6,No
TICK016172,CUST024183,2025-08-30,Cancellation,35.4,4.3,Yes
TICK016173,CUST016227,2024-07-10,Account Access,3.2,4.1,Yes
TICK016174,CUST039281,2025-01-08,Delivery Delay,23.4,3.2,Yes
TICK016175,CUST044034,2025-11-08,Product Information,11.1,4.4,Yes
TICK016176,CUST022753,2025-08-10,Delivery Delay,28.8,2.1,Yes
TICK016177,CUST020767,2025-07-17,Delivery Delay,14.6,2.4,No
TICK016178,CUST000074,2024-03-01,Cancellation,6.0,2.8,Yes
TICK016179,CUST046529,2025-06-17,Product Information,11.9,5.0,Yes
TICK016180,CUST002561,2024-09-06,Account Access,12.0,4.1,Yes
TICK016181,CUST047045,2025-05-13,Account Access,46.0,3.9,Yes
TICK016182,CUST014972,2024-10-20,Product Information,32.3,3.4,Yes
TICK016183,CUST031344,2025-06-23,Payment Issue,6.2,4.3,Yes
TICK016184,CUST044115,2025-09-03,Refund,28.6,3.9,Yes
TICK016185,CUST006894,2024-12-26,Product Quality,11.5,3.6,Yes
TICK016186,CUST004147,2025-07-06,Product Quality,31.6,4.5,Yes
TICK016187,CUST012878,2025-11-13,Payment Issue,37.5,4.8,Yes
TICK016188,CUST001279,2024-04-23,Refund,19.6,4.1,Yes
TICK016189,CUST024623,2024-12-09,Product Quality,46.0,3.4,Yes
TICK016190,CUST040848,2025-08-13,Payment Issue,28.8,3.4,Yes
TICK016191,CUST023071,2024-08-21,Product Quality,13.7,5.0,Yes
TICK016192,CUST039083,2024-01-10,Account Access,15.3,3.9,Yes
TICK016193,CUST016008,2025-01-06,Refund,20.2,4.1,Yes
TICK016194,CUST024032,2024-07-23,Delivery Delay,38.5,4.0,Yes
TICK016195,CUST029835,2025-01-12,Refund,17.8,3.0,Yes
TICK016196,CUST012546,2025-07-24,Refund,31.4,3.6,Yes
TICK016197,CUST013691,2024-05-23,Refund,20.9,1.6,Yes
TICK016198,CUST010696,2024-01-02,Refund,11.9,3.2,Yes
TICK016199,CUST018166,2024-08-25,Product Quality,11.2,3.5,Yes
TICK016200,CUST034677,2024-09-21,Delivery Delay,11.6,2.8,Yes
TICK016201,CUST016241,2024-10-21,Refund,22.7,4.0,Yes
TICK016202,CUST047326,2024-06-08,Product Information,8.0,4.1,Yes
TICK016203,CUST033339,2024-01-24,Refund,44.8,2.3,Yes
TICK016204,CUST033120,2025-03-21,Account Access,10.2,4.0,Yes
TICK016205,CUST027051,2024-10-23,Delivery Delay,18.9,3.8,Yes
TICK016206,CUST026005,2024-12-08,Cancellation,96.0,3.9,Yes
TICK016207,CUST046341,2025-07-09,Product Quality,38.3,3.1,Yes
TICK016208,CUST006324,2024-12-08,Delivery Delay,7.4,2.5,Yes
TICK016209,CUST044265,2024-08-16,Account Access,38.8,5.0,No
TICK016210,CUST038673,2024-02-15,Refund,12.6,1.9,Yes
TICK016211,CUST003755,2025-02-28,Delivery Delay,8.2,2.8,Yes
TICK016212,CUST017459,2025-03-23,Payment Issue,13.6,2.4,Yes
TICK016213,CUST011613,2025-02-02,Delivery Delay,101.5,3.3,Yes
TICK016214,CUST018354,2025-06-14,Delivery Delay,7.6,2.5,Yes
TICK016215,CUST029525,2025-11-12,Product Quality,10.3,4.0,Yes
TICK016216,CUST004207,2025-03-28,Refund,17.1,3.2,Yes
TICK016217,CUST025292,2024-05-26,Delivery Delay,9.6,2.3,Yes
TICK016218,CUST036234,2025-08-11,Refund,44.3,2.7,Yes
TICK016219,CUST041294,2025-04-06,Delivery Delay,15.2,3.1,Yes
TICK016220,CUST022924,2024-07-28,Cancellation,10.2,3.8,Yes
TICK016221,CUST026905,2025-05-27,Account Access,8.9,4.4,Yes
TICK016222,CUST038830,2025-06-22,Refund,22.9,4.6,Yes
TICK016223,CUST010698,2024-12-05,Payment Issue,54.3,1.0,Yes
TICK016224,CUST018517,2024-01-26,Product Quality,9.8,4.0,Yes
TICK016225,CUST012920,2024-11-08,Payment Issue,11.1,2.2,Yes
TICK016226,CUST001912,2024-12-25,Refund,22.8,4.9,Yes
TICK016227,CUST011641,2025-08-17,Product Information,9.6,5.0,Yes
TICK016228,CUST024322,2024-10-25,Refund,5.8,4.3,Yes
TICK016229,CUST041703,2025-02-28,Payment Issue,8.7,3.9,No
TICK016230,CUST030605,2024-04-03,Product Quality,17.2,2.5,Yes
TICK016231,CUST016849,2025-03-04,Refund,23.3,3.2,Yes
TICK016232,CUST013699,2024-07-22,Refund,10.0,4.8,Yes
TICK016233,CUST027307,2025-06-25,Product Information,60.2,3.7,Yes
TICK016234,CUST006242,2024-12-14,Product Information,13.3,4.0,Yes
TICK016235,CUST016887,2025-08-03,Product Information,49.3,3.8,Yes
TICK016236,CUST021780,2025-02-20,Account Access,23.8,3.2,No
TICK016237,CUST001865,2025-10-15,Refund,70.2,2.0,Yes
TICK016238,CUST036214,2025-01-29,Delivery Delay,16.4,4.3,Yes
TICK016239,CUST029733,2025-04-05,Payment Issue,19.3,2.8,Yes
TICK016240,CUST015757,2025-05-14,Refund,12.8,3.3,Yes
TICK016241,CUST049686,2025-01-28,Product Information,2.8,3.9,Yes
TICK016242,CUST038969,2025-04-05,Refund,15.8,3.6,Yes
TICK016243,CUST049615,2024-11-16,Account Access,40.8,4.1,Yes
TICK016244,CUST048667,2025-01-16,Delivery Delay,9.7,3.7,Yes
TICK016245,CUST030273,2024-06-11,Refund,56.0,3.9,Yes
TICK016246,CUST043461,2024-08-03,Product Quality,14.6,2.7,Yes
TICK016247,CUST016260,2025-04-27,Cancellation,7.8,4.5,Yes
TICK016248,CUST006613,2024-08-04,Product Information,30.7,4.2,Yes
TICK016249,CUST032014,2025-01-25,Account Access,13.3,2.2,Yes
TICK016250,CUST048800,2024-05-29,Cancellation,32.1,4.8,Yes
TICK016251,CUST037123,2024-10-04,Delivery Delay,22.3,4.9,Yes
TICK016252,CUST019839,2025-12-12,Product Information,55.2,4.1,No
TICK016253,CUST048778,2025-05-23,Product Quality,20.2,4.6,Yes
TICK016254,CUST039760,2025-11-23,Payment Issue,18.2,2.0,Yes
TICK016255,CUST022298,2024-04-23,Delivery Delay,16.5,2.9,Yes
TICK016256,CUST006648,2025-06-04,Delivery Delay,19.9,3.0,Yes
TICK016257,CUST043595,2025-05-12,Delivery Delay,15.0,3.4,Yes
TICK016258,CUST032466,2025-08-28,Delivery Delay,5.6,3.0,Yes
TICK016259,CUST045116,2024-07-07,Cancellation,15.7,3.4,Yes
TICK016260,CUST027628,2024-05-27,Product Information,13.2,2.8,Yes
TICK016261,CUST009546,2024-05-23,Product Quality,7.5,3.4,Yes
TICK016262,CUST021251,2025-09-30,Delivery Delay,12.4,5.0,Yes
TICK016263,CUST032440,2025-08-22,Account Access,19.9,2.6,Yes
TICK016264,CUST042369,2025-09-16,Delivery Delay,21.7,4.0,Yes
TICK016265,CUST009504,2025-10-15,Payment Issue,30.0,3.3,Yes
TICK016266,CUST020115,2025-04-22,Refund,5.2,2.9,Yes
TICK016267,CUST040128,2024-09-17,Delivery Delay,12.7,5.0,Yes
TICK016268,CUST023076,2025-09-17,Product Information,43.7,2.5,Yes
TICK016269,CUST026147,2024-02-15,Product Information,10.6,2.7,Yes
TICK016270,CUST046705,2024-12-18,Product Quality,9.7,3.2,Yes
TICK016271,CUST023319,2024-09-30,Refund,26.8,4.2,Yes
TICK016272,CUST006847,2024-09-30,Delivery Delay,11.5,3.4,Yes
TICK016273,CUST017838,2024-11-14,Account Access,7.7,5.0,No
TICK016274,CUST019841,2025-12-17,Refund,27.1,3.7,Yes
TICK016275,CUST046551,2024-06-19,Product Information,9.6,3.9,Yes
TICK016276,CUST033782,2025-09-17,Payment Issue,149.8,2.7,No
TICK016277,CUST020330,2024-11-01,Delivery Delay,21.6,4.2,Yes
TICK016278,CUST021864,2025-07-21,Product Information,8.1,2.1,No
TICK016279,CUST044973,2024-02-07,Delivery Delay,11.8,3.5,Yes
TICK016280,CUST046922,2025-08-06,Product Quality,7.8,3.7,Yes
TICK016281,CUST019334,2025-12-18,Product Information,9.3,3.2,Yes
TICK016282,CUST047228,2024-02-17,Payment Issue,15.8,3.3,Yes
TICK016283,CUST012559,2025-02-16,Product Quality,27.5,1.0,Yes
TICK016284,CUST013298,2024-05-12,Refund,5.8,3.1,Yes
TICK016285,CUST036749,2024-09-15,Product Information,10.3,2.3,Yes
TICK016286,CUST030778,2025-08-07,Delivery Delay,29.7,3.6,Yes
TICK016287,CUST037654,2025-11-28,Refund,10.2,3.8,No
TICK016288,CUST000026,2025-09-15,Refund,107.7,5.0,Yes
TICK016289,CUST040539,2024-03-19,Product Quality,12.7,3.2,Yes
TICK016290,CUST033104,2025-09-28,Product Quality,7.5,4.5,Yes
TICK016291,CUST014529,2024-07-14,Payment Issue,35.0,3.1,Yes
TICK016292,CUST019420,2024-10-04,Delivery Delay,21.1,2.4,Yes
TICK016293,CUST025441,2024-04-15,Delivery Delay,8.3,4.0,Yes
TICK016294,CUST048797,2024-02-15,Payment Issue,44.7,3.5,Yes
TICK016295,CUST019854,2024-08-29,Delivery Delay,18.3,3.7,Yes
TICK016296,CUST039294,2025-11-29,Product Information,13.9,3.8,Yes
TICK016297,CUST045220,2025-04-28,Product Information,11.9,4.3,Yes
TICK016298,CUST017953,2025-06-01,Payment Issue,16.8,5.0,Yes
TICK016299,CUST019192,2025-12-01,Cancellation,29.2,4.2,Yes
TICK016300,CUST014381,2025-12-19,Product Information,3.0,4.4,Yes
TICK016301,CUST030868,2025-10-27,Refund,24.3,3.2,Yes
TICK016302,CUST022796,2024-11-04,Delivery Delay,7.1,3.4,Yes
TICK016303,CUST017753,2024-04-13,Delivery Delay,9.7,3.5,Yes
TICK016304,CUST000728,2025-03-27,Product Quality,32.8,4.8,Yes
TICK016305,CUST001584,2025-05-27,Product Quality,25.4,3.8,Yes
TICK016306,CUST048567,2025-02-14,Cancellation,10.9,3.3,No
TICK016307,CUST035878,2025-03-17,Cancellation,8.6,5.0,Yes
TICK016308,CUST044569,2024-04-22,Payment Issue,7.3,4.3,Yes
TICK016309,CUST045166,2025-01-18,Refund,49.8,2.4,Yes
TICK016310,CUST013460,2025-07-08,Refund,32.2,2.5,Yes
TICK016311,CUST035302,2025-03-04,Product Information,65.2,3.7,Yes
TICK016312,CUST025292,2025-11-07,Product Information,15.5,3.5,Yes
TICK016313,CUST028341,2024-11-22,Cancellation,26.1,3.9,Yes
TICK016314,CUST011771,2025-04-25,Refund,18.1,4.2,Yes
TICK016315,CUST038802,2024-11-14,Refund,45.6,4.2,Yes
TICK016316,CUST004943,2025-08-15,Product Information,12.0,3.6,Yes
TICK016317,CUST047652,2025-11-23,Product Quality,32.0,4.7,Yes
TICK016318,CUST037284,2025-09-30,Product Quality,15.8,5.0,Yes
TICK016319,CUST040932,2025-03-03,Refund,18.6,4.2,Yes
TICK016320,CUST006020,2025-11-18,Product Quality,14.2,3.7,Yes
TICK016321,CUST000809,2025-10-22,Cancellation,15.1,4.1,Yes
TICK016322,CUST024321,2024-12-08,Account Access,18.8,3.0,Yes
TICK016323,CUST049193,2025-10-15,Delivery Delay,30.0,4.7,Yes
TICK016324,CUST024506,2025-04-07,Product Information,11.5,3.4,Yes
TICK016325,CUST002510,2024-11-13,Refund,38.4,2.6,Yes
TICK016326,CUST030044,2025-02-07,Delivery Delay,43.1,4.2,Yes
TICK016327,CUST044173,2025-12-03,Cancellation,14.5,5.0,Yes
TICK016328,CUST018341,2024-10-15,Cancellation,21.3,3.4,Yes
TICK016329,CUST049297,2025-08-24,Refund,4.5,2.9,Yes
TICK016330,CUST046276,2025-10-14,Delivery Delay,17.2,5.0,Yes
TICK016331,CUST047991,2024-09-23,Delivery Delay,34.7,4.2,Yes
TICK016332,CUST018363,2025-01-15,Product Quality,9.4,4.4,Yes
TICK016333,CUST021940,2024-04-28,Payment Issue,7.8,3.2,Yes
TICK016334,CUST048844,2025-09-05,Delivery Delay,10.5,2.8,Yes
TICK016335,CUST037192,2025-12-11,Product Quality,16.0,3.2,Yes
TICK016336,CUST017475,2024-08-18,Delivery Delay,35.9,4.7,Yes
TICK016337,CUST043790,2024-06-30,Account Access,37.3,4.5,Yes
TICK016338,CUST032792,2024-01-07,Refund,19.6,4.1,Yes
TICK016339,CUST040470,2025-05-15,Product Quality,10.4,1.8,Yes
TICK016340,CUST026430,2024-10-04,Product Quality,4.2,3.2,Yes
TICK016341,CUST017331,2025-12-14,Delivery Delay,32.9,5.0,Yes
TICK016342,CUST002035,2025-04-18,Delivery Delay,5.8,5.0,Yes
TICK016343,CUST031972,2025-10-08,Delivery Delay,33.0,5.0,No
TICK016344,CUST024941,2025-12-05,Cancellation,33.9,3.1,Yes
TICK016345,CUST021832,2025-06-15,Payment Issue,12.4,3.7,Yes
TICK016346,CUST034480,2025-06-15,Product Quality,23.1,4.6,Yes
TICK016347,CUST048573,2024-09-20,Refund,10.4,4.4,Yes
TICK016348,CUST003790,2024-08-13,Cancellation,14.0,2.4,Yes
TICK016349,CUST006409,2025-05-20,Account Access,30.2,4.5,Yes
TICK016350,CUST046722,2024-01-14,Product Quality,29.7,2.9,Yes
TICK016351,CUST043449,2024-08-29,Delivery Delay,45.5,5.0,Yes
TICK016352,CUST047973,2024-02-12,Cancellation,4.9,4.1,Yes
TICK016353,CUST047020,2025-02-03,Account Access,36.9,4.3,Yes
TICK016354,CUST024023,2024-06-11,Delivery Delay,19.6,5.0,No
TICK016355,CUST008216,2025-01-18,Account Access,4.6,4.1,Yes
TICK016356,CUST024150,2025-01-19,Refund,19.6,3.4,Yes
TICK016357,CUST008463,2025-04-30,Payment Issue,28.9,4.4,Yes
TICK016358,CUST005065,2025-06-09,Account Access,37.6,4.8,Yes
TICK016359,CUST023539,2025-06-18,Refund,15.3,3.8,Yes
TICK016360,CUST021315,2025-03-03,Product Quality,17.0,2.9,Yes
TICK016361,CUST038957,2024-02-17,Delivery Delay,8.1,2.7,Yes
TICK016362,CUST000487,2024-06-03,Product Quality,8.4,5.0,No
TICK016363,CUST031944,2024-06-26,Cancellation,24.7,3.3,Yes
TICK016364,CUST013275,2024-12-24,Product Quality,16.1,5.0,Yes
TICK016365,CUST003602,2024-07-02,Account Access,5.7,4.5,Yes
TICK016366,CUST039779,2025-09-26,Refund,10.6,3.1,No
TICK016367,CUST034734,2025-12-28,Product Information,12.4,3.0,Yes
TICK016368,CUST006397,2024-05-16,Account Access,26.2,4.2,Yes
TICK016369,CUST020349,2025-11-14,Account Access,17.0,3.7,Yes
TICK016370,CUST005597,2025-02-25,Delivery Delay,29.7,3.9,Yes
TICK016371,CUST007456,2024-02-20,Cancellation,35.1,4.8,Yes
TICK016372,CUST002154,2024-10-15,Refund,17.7,4.4,Yes
TICK016373,CUST006791,2024-04-08,Payment Issue,18.8,2.7,Yes
TICK016374,CUST024402,2025-02-26,Product Quality,22.8,3.5,Yes
TICK016375,CUST006797,2025-09-28,Product Information,17.3,2.8,Yes
TICK016376,CUST031686,2024-10-10,Product Information,11.9,3.7,Yes
TICK016377,CUST045550,2025-02-25,Cancellation,17.8,4.6,Yes
TICK016378,CUST004867,2024-09-15,Account Access,17.6,2.5,Yes
TICK016379,CUST039082,2025-12-16,Delivery Delay,89.4,4.7,Yes
TICK016380,CUST046674,2024-12-09,Product Information,40.2,2.6,Yes
TICK016381,CUST012391,2024-08-20,Product Information,13.5,4.1,Yes
TICK016382,CUST041783,2024-07-28,Refund,12.8,3.2,Yes
TICK016383,CUST013893,2024-03-24,Product Information,28.1,4.4,Yes
TICK016384,CUST023362,2025-10-10,Refund,14.3,4.9,Yes
TICK016385,CUST026548,2024-06-14,Refund,9.5,4.2,No
TICK016386,CUST009741,2025-08-03,Delivery Delay,48.2,1.9,Yes
TICK016387,CUST019520,2025-12-03,Refund,19.6,3.2,Yes
TICK016388,CUST034126,2025-08-02,Account Access,12.5,4.4,Yes
TICK016389,CUST035078,2025-02-09,Account Access,12.0,1.0,Yes
TICK016390,CUST020194,2025-08-12,Cancellation,49.6,3.8,Yes
TICK016391,CUST034803,2025-03-08,Payment Issue,11.3,3.7,Yes
TICK016392,CUST022026,2025-07-24,Refund,22.0,3.1,Yes
TICK016393,CUST040299,2024-03-13,Payment Issue,17.2,2.8,Yes
TICK016394,CUST035229,2025-05-13,Payment Issue,20.0,3.5,Yes
TICK016395,CUST006362,2024-12-03,Product Quality,15.3,2.6,Yes
TICK016396,CUST032613,2024-08-23,Delivery Delay,22.0,3.7,Yes
TICK016397,CUST039035,2025-05-15,Delivery Delay,9.5,1.5,Yes
TICK016398,CUST034716,2024-09-04,Payment Issue,6.0,4.2,Yes
TICK016399,CUST038209,2024-10-01,Payment Issue,67.7,3.4,Yes
TICK016400,CUST035124,2025-10-02,Account Access,50.4,2.0,Yes
TICK016401,CUST038063,2025-08-10,Delivery Delay,41.1,4.4,Yes
TICK016402,CUST029513,2024-10-21,Delivery Delay,30.9,3.8,Yes
TICK016403,CUST029020,2025-10-23,Delivery Delay,7.1,4.8,Yes
TICK016404,CUST024349,2025-05-02,Payment Issue,18.1,2.7,Yes
TICK016405,CUST012123,2024-05-01,Product Quality,8.9,3.0,Yes
TICK016406,CUST024853,2025-06-23,Payment Issue,46.9,4.4,Yes
TICK016407,CUST001335,2025-04-18,Product Information,7.4,2.3,Yes
TICK016408,CUST038964,2025-01-25,Product Quality,21.1,2.2,Yes
TICK016409,CUST001193,2024-09-18,Delivery Delay,8.2,4.4,Yes
TICK016410,CUST041668,2025-12-19,Refund,58.5,3.4,Yes
TICK016411,CUST018201,2025-04-18,Cancellation,22.9,4.4,Yes
TICK016412,CUST025899,2024-10-27,Product Information,11.3,5.0,Yes
TICK016413,CUST026513,2024-03-15,Delivery Delay,14.5,4.7,Yes
TICK016414,CUST003126,2025-09-20,Payment Issue,34.2,3.9,Yes
TICK016415,CUST044491,2024-11-15,Refund,25.2,4.9,Yes
TICK016416,CUST020832,2024-06-08,Refund,11.3,2.4,Yes
TICK016417,CUST048506,2024-09-11,Product Quality,8.2,5.0,Yes
TICK016418,CUST016816,2025-05-20,Product Quality,15.5,4.3,Yes
TICK016419,CUST041552,2025-04-22,Cancellation,9.9,3.4,Yes
TICK016420,CUST035909,2025-07-16,Delivery Delay,24.0,2.8,Yes
TICK016421,CUST048809,2024-04-05,Payment Issue,9.1,4.3,Yes
TICK016422,CUST016772,2025-01-07,Product Quality,28.2,3.1,Yes
TICK016423,CUST046072,2024-06-06,Product Information,21.9,4.6,Yes
TICK016424,CUST049239,2024-05-12,Product Information,40.6,3.9,Yes
TICK016425,CUST032272,2025-07-10,Product Information,49.0,4.6,Yes
TICK016426,CUST045529,2024-04-05,Account Access,11.5,4.2,Yes
TICK016427,CUST037641,2025-03-14,Refund,16.7,4.2,Yes
TICK016428,CUST032406,2024-09-09,Product Quality,12.1,4.9,Yes
TICK016429,CUST001624,2025-04-15,Cancellation,70.5,4.4,Yes
TICK016430,CUST034382,2024-05-22,Account Access,12.3,4.3,Yes
TICK016431,CUST044894,2024-10-14,Delivery Delay,6.8,5.0,No
TICK016432,CUST044724,2024-10-04,Product Quality,60.5,2.2,Yes
TICK016433,CUST025663,2025-04-29,Product Quality,7.2,3.0,Yes
TICK016434,CUST010271,2025-10-19,Account Access,12.5,4.4,Yes
TICK016435,CUST048494,2024-06-28,Product Quality,34.0,4.9,Yes
TICK016436,CUST004349,2025-06-21,Product Information,28.2,2.5,Yes
TICK016437,CUST007524,2025-09-18,Delivery Delay,13.1,3.5,Yes
TICK016438,CUST044515,2024-10-19,Refund,52.6,4.3,Yes
TICK016439,CUST022654,2025-03-11,Cancellation,5.8,3.6,Yes
TICK016440,CUST046841,2024-03-30,Product Quality,19.3,3.7,Yes
TICK016441,CUST008993,2025-05-04,Product Quality,38.4,5.0,Yes
TICK016442,CUST017250,2025-11-14,Delivery Delay,13.4,4.5,Yes
TICK016443,CUST033408,2024-05-14,Cancellation,11.4,4.7,Yes
TICK016444,CUST017498,2025-05-06,Refund,5.0,2.3,Yes
TICK016445,CUST038386,2025-06-23,Refund,15.2,2.5,No
TICK016446,CUST035302,2024-01-05,Delivery Delay,13.1,4.2,Yes
TICK016447,CUST036243,2024-11-25,Cancellation,12.6,4.4,Yes
TICK016448,CUST001404,2024-05-20,Product Quality,24.5,5.0,Yes
TICK016449,CUST017641,2024-10-16,Refund,39.2,4.3,Yes
TICK016450,CUST049641,2025-01-24,Delivery Delay,47.5,4.9,Yes
TICK016451,CUST022825,2024-01-04,Product Information,33.7,3.3,Yes
TICK016452,CUST026858,2024-02-04,Refund,17.0,5.0,Yes
TICK016453,CUST038897,2024-03-02,Delivery Delay,28.4,1.4,Yes
TICK016454,CUST031419,2025-02-18,Refund,17.3,5.0,Yes
TICK016455,CUST049231,2025-03-11,Product Quality,5.4,5.0,Yes
TICK016456,CUST044329,2025-01-29,Cancellation,71.4,4.7,Yes
TICK016457,CUST009749,2025-06-23,Payment Issue,23.4,3.4,Yes
TICK016458,CUST002567,2024-07-08,Refund,11.7,3.9,Yes
TICK016459,CUST043309,2024-01-14,Product Quality,90.3,3.6,No
TICK016460,CUST030859,2025-06-22,Refund,79.7,4.1,Yes
TICK016461,CUST020710,2024-03-18,Delivery Delay,11.9,4.2,Yes
TICK016462,CUST027622,2025-11-05,Account Access,20.3,3.4,Yes
TICK016463,CUST027657,2025-07-25,Refund,9.7,5.0,Yes
TICK016464,CUST006902,2024-07-04,Refund,24.2,2.7,Yes
TICK016465,CUST002020,2024-01-22,Delivery Delay,12.6,2.4,Yes
TICK016466,CUST022164,2024-10-18,Delivery Delay,18.1,3.2,Yes
TICK016467,CUST001391,2025-06-13,Product Quality,31.8,3.6,Yes
TICK016468,CUST019900,2025-08-03,Delivery Delay,19.9,5.0,Yes
TICK016469,CUST039255,2024-08-19,Product Quality,5.9,3.1,Yes
TICK016470,CUST031130,2024-04-19,Refund,12.8,4.5,Yes
TICK016471,CUST003841,2025-08-21,Refund,21.4,4.1,Yes
TICK016472,CUST041630,2025-09-05,Account Access,9.0,4.3,Yes
TICK016473,CUST018837,2025-12-13,Product Information,14.1,2.7,Yes
TICK016474,CUST022020,2025-01-10,Account Access,21.1,2.6,No
TICK016475,CUST000522,2025-02-16,Cancellation,16.5,4.7,Yes
TICK016476,CUST025729,2024-01-15,Delivery Delay,15.4,2.2,No
TICK016477,CUST040217,2024-12-23,Delivery Delay,8.7,4.0,Yes
